A03b	B05	C7b	CAG29	GpCAG133	D05	D101	Gmm8	GpB20b	GpC10	Pgp28		
BY10025	66	128	209	142	157	203	103	173	130	143	173	119
BY10026	66	128	207	142	157	203	103	167	130	145	167	111
BY10026	66	128	209	142	157	203	106	173	130	145	167	129
BY10027	66	128	209	142	157	203	103	167	122	139	161	109
BY10027	66	128	209	142	157	203	106	167	130	139	167	129
BY10028	66	128	207	142	157	194	103	167	122	141	161	129
BY10028	66	128	209	142	157	203	106	167	132	169	167	133
BYm10w031	66	128	207	133	157	200	103	167	122	-9	167	129
BYm10w031	66	128	207	142	157	203	103	173	130	-9	167	129
BYm10w032	66	128	207	133	157	200	103	167	130	139	167	109
BYm10w032	66	128	209	142	157	200	103	167	130	145	167	129
BYm10w033	66	128	209	142	157	200	97	167	122	115	161	119
BYm10w033	66	128	209	142	157	203	103	173	130	115	167	129
BYm10w034	66	128	207	133	157	200	100	167	130	139	161	129
BYm10w034	66	128	209	142	157	203	100	173	130	153	161	129
BYm10w035	66	128	207	142	151	203	103	167	122	141	167	109
BYm10w035	66	128	209	142	157	203	103	173	122	141	167	111
BYm10w036	66	128	207	133	157	203	103	167	130	139	167	109
BYm10w036	66	128	207	133	157	203	106	167	130	151	167	129
BYm10w037	66	128	207	142	157	203	106	167	130	125	161	119
BYm10w037	66	128	209	142	157	203	106	173	130	151	167	129
BYm10w038	66	128	207	142	157	200	103	167	122	141	167	129
BYm10w038	66	128	209	142	157	203	106	173	130	159	167	129
BYm10w039	66	128	207	130	157	200	103	167	130	115	167	129
BYm10w039	66	128	211	133	157	203	106	173	130	139	167	129
BYm10w040	66	128	207	142	157	203	103	167	122	143	161	129
BYm10w040	66	128	209	142	157	203	106	173	130	147	167	129
BYm10w041	66	128	209	142	157	203	103	167	130	115	167	109
BYm10w041	66	128	209	142	157	203	103	167	130	139	167	129
BYm10w042	66	128	207	142	157	200	103	167	130	143	167	129
BYm10w042	66	128	209	142	157	203	106	167	130	143	167	129
BYm10w043	66	128	207	133	157	200	103	167	122	141	161	129
BYm10w043	66	128	209	142	157	203	106	167	130	141	167	129
BYm10w044	66	128	207	142	157	200	106	167	130	115	161	111
BYm10w044	66	128	209	142	157	203	106	167	130	143	161	111
BYm10w045	66	128	207	142	157	203	103	167	122	127	161	109
BYm10w045	66	128	209	142	157	203	103	167	122	127	167	129
BYm10w046	66	128	207	142	157	200	103	167	130	137	167	-9
BYm10w046	66	128	209	145	157	203	106	173	130	139	167	-9
BYm10w047	66	128	207	142	157	200	103	173	122	141	167	109
BYm10w047	66	128	209	142	157	203	106	173	130	145	167	129
BYm10w048	66	128	207	142	157	203	106	167	122	139	167	111
BYm10w048	66	128	207	142	157	203	106	167	122	147	167	129
BYm10w049	66	128	207	133	157	194	103	167	122	125	167	109
BYm10w049	66	128	209	142	157	203	103	167	130	143	167	109
BYm10w050	66	128	207	133	157	200	103	167	122	127	161	129
BYm10w050	66	128	209	142	157	203	106	173	126	141	167	129
BYm10w051	66	128	207	142	157	203	103	167	122	139	161	129
BYm10w051	66	128	207	142	157	203	106	167	130	139	167	131
BYm10w052	66	128	207	142	157	200	97	167	130	139	161	111
BYm10w052	66	128	209	142	157	203	103	167	132	147	161	129
BYm10w053	66	128	207	130	157	200	103	167	130	145	167	109
BYm10w053	66	128	209	133	157	203	103	167	130	147	167	111
BYm10w054	66	128	207	142	157	200	103	167	130	115	161	109
BYm10w054	66	128	207	142	157	203	103	167	130	137	167	129
BYm10w055	66	128	207	133	157	203	103	167	130	139	161	119
BYm10w055	66	128	209	133	157	203	106	167	132	145	161	129
BYm10w056	66	128	207	133	157	200	103	167	130	137	167	129
BYm10w056	66	128	207	142	157	203	106	173	130	137	167	129
BYm10w057	66	128	207	-9	157	200	103	167	130	137	161	109
BYm10w057	66	128	207	-9	157	203	106	173	130	139	167	119
BYm10w058	66	128	209	142	157	203	103	173	130	115	161	111
BYm10w058	66	128	209	142	157	203	103	173	130	141	161	129
BYm10w059	66	128	207	133	157	200	103	167	130	139	161	129
BYm10w059	66	128	207	142	157	200	106	167	130	145	167	129
BYm10w060	66	128	207	142	157	194	103	167	130	139	167	109
BYm10w060	66	128	209	142	157	203	106	167	130	139	167	111
BYm10w061	66	128	207	142	157	200	103	167	122	139	161	111
BYm10w061	66	128	209	142	157	203	103	167	130	147	167	119
BYm10w062	66	128	207	133	157	203	97	167	130	115	161	109
BYm10w062	66	128	207	142	157	203	103	167	130	139	167	129
BYm10w063	66	128	207	133	157	203	103	167	130	125	167	109
BYm10w063	66	128	209	142	157	203	106	167	132	125	167	109
BYm10w064	66	128	209	133	157	203	106	173	130	143	167	111
BYm10w064	66	128	209	142	157	203	106	173	130	155	167	129
BYm10w065	66	128	207	142	157	203	97	167	122	137	167	129
BYm10w065	66	128	207	142	157	203	103	167	130	151	167	129
WAM_16_022	67	128	209	133	157	200	97	173	130	149	167	129
WAM_16_022	67	128	207	133	157	200	97	167	122	139	167	109
WAM_16_023	67	128	209	142	157	203	103	173	130	145	167	111
WAM_16_023	67	128	209	142	157	203	103	167	130	145	161	109
WAM_16_026	67	128	-9	133	157	203	106	173	130	-9	167	119
WAM_16_026	67	128	-9	142	157	200	103	167	130	-9	161	109
WAM_16_033	67	128	209	142	157	203	106	167	-9	143	167	129
WAM_16_033	67	128	209	142	157	200	103	167	-9	115	161	109
WAM_16_034	67	128	207	136	157	200	103	173	130	-9	167	129
WAM_16_034	67	128	207	142	157	200	103	167	126	-9	167	109
WAM_16_041	67	128	209	133	157	203	106	173	-9	145	161	111
WAM_16_041	67	128	209	142	157	203	103	167	-9	141	161	109
WAM_16_052	67	128	207	142	157	200	103	167	130	141	161	109
WAM_16_052	67	128	209	142	157	203	106	167	130	143	167	119
WAM_16_084	67	128	207	133	157	203	103	167	130	139	161	111
WAM_16_084	67	128	207	142	157	203	106	173	130	141	167	131
WAM_16_112	67	128	207	142	157	200	103	167	130	135	167	109
WAM_16_112	67	128	209	142	157	200	103	167	130	139	167	119
WAM_16_113	67	128	207	133	157	203	103	167	130	139	161	129
WAM_16_113	67	128	207	133	157	203	106	173	130	153	161	133
WAM_16_163	67	128	209	133	157	200	97	167	122	127	161	109
WAM_16_163	67	128	209	142	157	203	106	167	130	145	167	111
WAM_16_172	67	128	209	136	157	203	103	173	126	139	161	111
WAM_16_172	67	128	209	142	157	203	106	173	130	145	161	129
WAM_16_186	67	128	207	133	157	197	103	167	130	135	161	109
WAM_16_186	67	128	209	142	157	197	106	167	130	139	167	109
WAM_16_233	67	128	207	133	157	200	106	167	122	115	167	109
WAM_16_233	67	128	207	142	157	203	106	167	130	145	167	129
LIw10d340	68	128	207	136	148	203	103	167	130	141	167	119
LIw10d340	68	128	209	142	157	203	106	173	130	143	167	129
LIw10d341	68	128	207	133	157	203	100	167	122	127	161	109
LIw10d341	68	128	207	142	157	203	103	167	130	141	161	109
LIw10d342	68	128	209	-9	157	200	103	167	122	137	161	109
LIw10d342	68	128	209	-9	163	203	103	167	130	139	161	129
LIw10d343	68	128	207	-9	157	200	103	167	130	141	161	129
LIw10d343	68	128	207	-9	157	203	103	167	130	153	161	129
LIw10d344	68	128	207	133	148	200	103	167	130	139	161	109
LIw10d344	68	128	207	142	157	203	106	167	130	145	161	129
LIw10d345	68	128	207	142	148	200	103	167	130	133	161	109
LIw10d345	68	128	207	142	157	200	106	167	130	137	167	119
LIw10d346	68	128	209	142	157	203	103	167	130	125	161	109
LIw10d346	68	128	209	142	157	203	103	167	130	141	161	129
LIw10d347	68	128	207	-9	157	200	103	167	130	139	161	111
LIw10d347	68	128	209	-9	157	203	103	167	130	139	167	129
LIw10d348	68	128	207	133	157	200	103	167	122	143	167	119
LIw10d348	68	128	207	142	157	203	106	167	130	145	167	129
LIw10d349	68	128	209	133	157	203	103	167	122	141	161	109
LIw10d349	68	128	209	133	157	203	106	167	130	143	167	129
LIw10d350	68	128	207	142	157	200	103	167	128	111	161	109
LIw10d350	68	128	207	142	157	203	106	173	130	141	161	129
LIw10d351	68	128	207	133	157	200	103	167	130	115	161	109
LIw10d351	68	128	207	142	157	203	106	173	130	145	167	133
LIw10d352	68	128	207	133	157	200	103	173	130	137	161	109
LIw10d352	68	128	207	142	157	203	103	173	130	151	161	131
LIw10d353	68	128	207	142	157	200	106	167	130	145	167	109
LIw10d353	68	128	209	145	157	203	106	167	130	145	167	119
LIw10d354	68	128	209	142	157	200	103	167	122	111	161	119
LIw10d354	68	128	209	142	157	203	103	173	130	139	161	129
LIw10d355	68	128	207	136	157	200	106	167	130	115	161	111
LIw10d355	68	128	209	136	157	203	106	167	130	141	167	131
LIw10d356	68	128	207	133	157	200	103	167	130	127	161	111
LIw10d356	68	128	209	142	157	203	106	173	132	147	167	131
LIw10d357	68	128	207	133	157	200	103	173	130	115	161	109
LIw10d357	68	128	209	142	157	203	106	173	130	125	161	119
LIw10d358	68	128	207	133	157	203	97	167	130	115	161	119
LIw10d358	68	128	207	142	157	203	103	167	130	143	161	129
LIw10d359	68	128	207	133	157	203	103	167	122	139	167	109
LIw10d359	68	128	209	139	157	203	106	173	130	143	167	111
LIw10d360	68	128	209	133	157	203	103	167	130	115	161	111
LIw10d360	68	128	211	142	157	203	103	167	130	145	167	129
LIw10d361	68	128	207	142	157	200	103	167	130	137	167	109
LIw10d361	68	128	209	142	157	203	103	173	130	145	167	109
LIw10d362	68	128	207	142	157	200	103	167	130	115	161	109
LIw10d362	68	128	207	142	163	203	106	173	130	137	161	111
LIw10d363	68	128	209	142	157	203	103	167	122	141	161	109
LIw10d363	68	128	209	142	157	203	103	173	130	143	167	129
LIw10d364	68	128	207	142	157	200	103	167	130	139	167	109
LIw10d364	68	128	209	142	157	203	106	173	130	155	167	109
LIw10d365	68	128	207	133	157	203	97	167	130	139	167	109
LIw10d365	68	128	207	142	157	203	106	173	130	139	167	131
LIw10d366	68	128	209	142	157	194	103	167	130	115	167	129
LIw10d366	68	128	209	142	157	203	106	173	130	147	173	129
LIw10d367	68	128	209	133	157	203	100	167	122	135	161	119
LIw10d367	68	128	209	142	157	203	106	167	130	143	167	129
LIw10d368	68	128	207	142	157	200	103	167	122	127	167	111
LIw10d368	68	128	209	142	157	203	103	167	130	151	167	119
LIw10w038	68	128	207	142	157	200	103	167	130	145	167	109
LIw10w038	68	128	209	142	157	203	103	167	130	147	167	129
LIw10w039	68	128	207	133	157	203	103	167	122	141	161	111
LIw10w039	68	128	209	142	157	203	103	167	122	151	167	127
LIw10w040	68	128	207	142	157	200	100	167	130	137	161	111
LIw10w040	68	128	207	142	157	200	103	167	130	141	167	119
LIw10w041	68	128	207	142	157	200	103	167	130	145	167	109
LIw10w041	68	128	209	142	157	203	103	167	130	145	167	119
LIw10w042	68	128	209	142	157	200	103	167	130	141	161	129
LIw10w042	68	128	209	142	157	203	103	167	130	143	167	131
LIw10w043	68	128	207	142	157	203	103	167	130	137	-9	109
LIw10w043	68	128	209	142	157	203	103	167	130	145	-9	129
LIw10w044	68	128	207	142	157	200	103	167	130	139	161	119
LIw10w044	68	128	209	142	157	203	106	173	130	139	167	127
LIw10w045	68	128	209	142	157	200	103	167	122	137	161	111
LIw10w045	68	128	209	142	157	203	106	167	130	141	161	133
LIw10w046	68	128	207	142	157	203	103	167	128	141	167	109
LIw10w046	68	128	209	145	157	203	103	167	132	155	167	131
LIw10w047	68	128	209	142	157	203	103	167	130	139	161	119
LIw10w047	68	128	209	142	157	203	106	173	130	145	161	129
LIw10w048	68	128	207	136	157	200	103	167	130	125	161	109
LIw10w048	68	128	209	142	157	203	103	173	130	139	167	129
LIw10w049	68	128	207	133	157	200	103	173	130	141	167	129
LIw10w049	68	128	207	142	157	200	103	173	130	151	167	129
LIw10w481	68	128	207	142	157	200	103	167	130	127	161	109
LIw10w481	68	128	209	142	157	203	103	173	130	139	161	111
LIw10w482	68	128	207	130	157	203	106	167	130	139	161	119
LIw10w482	68	128	209	142	157	203	106	173	130	147	167	129
LIw10w483	68	128	209	142	157	200	97	167	122	127	161	127
LIw10w483	68	128	209	142	157	203	103	167	122	141	167	129
LIw10w484	68	128	209	133	157	200	106	167	130	139	161	119
LIw10w484	68	128	209	142	157	203	106	167	130	139	161	129
LIw10w485	68	128	207	142	157	203	103	167	122	125	161	111
LIw10w485	68	128	209	142	157	203	106	173	130	139	161	119
BVm10d207	69	128	207	142	157	200	103	173	130	115	161	129
BVm10d207	69	128	207	142	157	203	103	173	130	145	167	129
BVm10d208	69	128	203	142	157	200	97	167	-9	141	161	109
BVm10d208	69	128	209	142	157	203	106	167	-9	147	161	133
BVm10d209	69	128	207	142	157	200	106	167	130	137	167	109
BVm10d209	69	128	207	142	157	203	106	167	132	145	167	109
BVn10d217	69	128	209	142	157	200	103	167	130	131	167	127
BVn10d217	69	128	209	145	157	200	106	173	130	139	167	131
BVn10d218	69	128	209	142	157	200	103	167	122	131	161	109
BVn10d218	69	128	209	142	157	203	106	167	132	141	161	111
BVn10d220	69	128	209	133	157	200	103	167	-9	-9	-9	109
BVn10d220	69	128	209	136	157	200	103	167	-9	-9	-9	119
BVn10d221	69	128	207	142	157	203	103	167	122	139	161	109
BVn10d221	69	128	207	142	157	203	106	173	130	139	161	109
BVn10d223	69	128	207	133	157	203	106	167	-9	139	167	109
BVn10d223	69	128	209	133	157	203	106	173	-9	141	167	111
BVn10d320	69	128	209	133	157	200	103	167	130	139	161	109
BVn10d320	69	128	209	142	163	200	106	167	130	141	167	129
BVn10d322	69	128	209	133	157	200	103	167	130	137	161	111
BVn10d322	69	128	209	136	157	203	103	167	130	139	161	127
BVn10d323	69	128	207	-9	157	200	103	167	130	131	161	119
BVn10d323	69	128	209	-9	157	203	106	173	130	141	161	129
BVn10d325	69	128	209	142	157	200	103	167	130	131	161	109
BVn10d325	69	128	209	142	157	200	103	167	130	139	167	129
BVn10d326	69	128	209	142	157	203	106	167	130	115	167	111
BVn10d326	69	128	209	145	157	203	106	173	130	121	173	129
BVn10d328	69	128	209	133	157	203	106	167	130	139	161	109
BVn10d328	69	128	209	142	157	203	106	173	132	141	167	109
BVn10d329	69	128	207	142	157	203	106	167	-9	139	167	111
BVn10d329	69	128	209	145	157	203	106	173	-9	141	167	127
BVn10d331	69	128	207	142	157	200	106	167	130	139	167	129
BVn10d331	69	128	209	142	157	203	106	167	130	141	167	129
BVn10d332	69	128	209	142	157	200	103	167	122	141	167	109
BVn10d332	69	128	209	142	157	200	106	167	130	141	167	111
BVn10d334	69	128	207	133	148	203	106	167	130	131	161	109
BVn10d334	69	128	209	142	157	203	106	167	130	141	167	129
BVn10d335	69	128	209	142	157	200	103	167	130	131	161	109
BVn10d335	69	128	209	142	157	200	106	167	130	139	167	129
BVn10d337	69	128	207	133	157	200	103	167	130	139	167	109
BVn10d337	69	128	209	133	157	203	103	167	130	141	167	129
BVn10d338	69	128	207	136	157	203	103	167	130	131	161	109
BVn10d338	69	128	209	142	157	203	103	167	132	139	167	109
BVm10w001	69	128	207	142	157	200	103	167	122	139	161	129
BVm10w001	69	128	209	142	157	200	106	173	122	143	167	129
BVm10w002	69	128	207	142	157	200	103	167	122	139	161	119
BVm10w002	69	128	207	142	157	200	106	167	130	139	167	129
BVm10w003	69	128	207	-9	157	197	103	167	122	147	161	127
BVm10w003	69	128	209	-9	157	203	103	167	130	147	167	127
BVm10w004	69	128	207	-9	157	-9	103	173	122	139	161	109
BVm10w004	69	128	209	-9	157	-9	106	173	130	139	167	129
BVm10w005	69	128	207	133	157	203	103	167	122	139	167	109
BVm10w005	69	128	209	142	157	203	103	167	130	141	167	111
BVm10w006	69	128	207	142	157	203	103	167	130	139	167	129
BVm10w006	69	128	209	142	157	203	103	173	130	147	167	131
BVm10w007	69	128	207	133	157	200	97	167	122	115	161	127
BVm10w007	69	128	207	142	157	203	97	167	130	145	167	129
BVm10w008	69	128	207	133	157	200	100	158	130	133	161	109
BVm10w008	69	128	209	142	157	203	103	167	130	145	161	129
BVm10w009	69	128	207	136	157	203	100	167	122	139	167	111
BVm10w009	69	128	209	142	157	203	106	167	132	141	167	129
BVm10w010	69	128	207	142	157	203	103	167	126	137	161	111
BVm10w010	69	128	209	145	157	203	106	167	132	141	167	129
BVm10w011	69	128	207	142	157	200	100	167	130	139	167	109
BVm10w011	69	128	209	142	157	203	106	167	130	141	167	111
BVm10w012	69	128	207	142	157	200	97	167	126	133	167	119
BVm10w012	69	128	209	142	157	203	103	173	130	139	167	129
BVm10w013	69	128	207	133	157	200	103	167	130	139	161	129
BVm10w013	69	128	209	142	157	203	103	173	130	141	167	129
BVm10w014	69	128	207	142	157	203	103	167	122	139	161	129
BVm10w014	69	128	209	142	157	203	103	167	130	141	167	129
BVm10w015	69	128	207	133	157	194	103	167	130	115	167	109
BVm10w015	69	128	209	142	157	200	106	167	130	137	167	109
BVm10w016	69	128	209	133	157	203	106	167	130	131	161	129
BVm10w016	69	128	209	142	157	203	106	173	130	139	161	129
BVm10w017	69	128	209	133	157	203	106	167	130	141	167	109
BVm10w017	69	128	209	142	157	203	106	173	130	141	167	109
BVm10w018	69	128	207	142	157	200	100	167	130	139	167	119
BVm10w018	69	128	209	142	157	203	103	167	130	139	167	129
BVm10w019	69	128	207	133	157	203	106	167	126	137	167	109
BVm10w019	69	128	207	133	157	203	106	173	130	141	167	111
BVn10w002	69	128	209	133	157	203	103	158	130	121	167	109
BVn10w002	69	128	209	145	157	203	106	173	132	141	167	129
BVn10w003	69	128	209	133	157	203	103	158	130	139	167	109
BVn10w003	69	128	209	145	157	203	106	173	132	141	167	129
BVn10w008	69	128	207	133	157	200	103	167	122	137	-9	109
BVn10w008	69	128	209	142	157	200	103	173	122	139	-9	109
BVn10w015	69	128	207	136	157	203	103	173	122	141	161	109
BVn10w015	69	128	209	142	157	203	103	173	130	141	167	129
BVn10w050	69	128	209	136	157	203	103	167	130	131	167	119
BVn10w050	69	128	209	142	157	203	103	167	130	139	167	129
BVn10w054	69	128	207	142	157	203	103	167	130	-9	161	109
BVn10w054	69	128	209	142	157	203	103	167	130	-9	161	109
BVn10w059	69	128	209	142	157	200	97	167	130	131	161	109
BVn10w059	69	128	209	145	157	203	103	167	130	141	167	129
BVn10w065	69	128	207	145	157	203	103	167	122	115	161	109
BVn10w065	69	128	209	145	157	209	103	173	130	141	167	119
BVn10w071	69	128	209	133	157	200	103	167	122	131	167	111
BVn10w071	69	128	209	142	157	203	106	167	132	141	167	119
BVn10w076	69	128	207	133	157	200	103	167	130	131	161	119
BVn10w076	69	128	209	142	157	203	106	173	130	139	167	129
BVn10w081	69	128	209	142	157	200	103	167	122	139	161	109
BVn10w081	69	128	209	142	157	200	106	173	130	139	167	109
BVn10w085	69	128	207	142	157	200	103	167	122	131	161	109
BVn10w085	69	128	209	142	157	203	103	167	130	131	161	109
BVn10w091	69	128	207	142	157	203	103	167	130	131	167	111
BVn10w091	69	128	209	142	157	203	106	173	130	137	167	119
BVn10w097	69	128	-9	-9	157	200	103	173	122	-9	161	109
BVn10w097	69	128	-9	-9	157	203	103	173	130	-9	161	109
BVn10w101	69	128	209	142	157	203	103	167	130	-9	167	111
BVn10w101	69	128	209	142	157	203	103	173	130	-9	167	127
BVn10w107	69	128	-9	-9	157	203	97	167	122	-9	167	109
BVn10w107	69	128	-9	-9	157	203	103	167	130	-9	167	109
BVn10w117	69	128	-9	133	157	200	103	167	122	-9	161	129
BVn10w117	69	128	-9	133	157	203	103	173	130	-9	161	133
BVn10w118	69	128	-9	142	157	200	106	167	130	-9	161	109
BVn10w118	69	128	-9	142	157	200	106	167	132	-9	167	133
BVn10w129	69	128	-9	-9	157	200	103	167	130	-9	167	109
BVn10w129	69	128	-9	-9	157	203	106	173	130	-9	167	109
BVn10w133	69	128	-9	-9	157	200	103	167	130	-9	161	109
BVn10w133	69	128	-9	-9	157	200	106	173	130	-9	167	129
MGG11_002	70	128	207	133	157	203	103	167	122	141	161	109
MGG11_002	70	128	209	142	157	203	106	173	130	143	167	111
MGG11_003	70	128	207	142	157	203	103	167	122	139	167	109
MGG11_003	70	128	209	142	157	209	106	167	130	149	167	129
MGG11_004	70	128	207	133	157	203	106	167	130	125	167	111
MGG11_004	70	128	209	142	157	203	106	167	130	141	167	129
MGG11_005	70	128	209	133	157	200	103	167	130	139	161	109
MGG11_005	70	128	209	136	157	203	103	167	130	141	161	111
MGG11_006	70	128	207	142	157	200	106	167	126	141	161	109
